V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,path,Q99,DEEPTIME12,Mathbyhand,Nomath,Calculator,Spreadsheet,Mathinhead,Otherapp,totalhelp,Q94_1,Q94_3,Q94_4,Q94_5,Q94_6,Q96_1,Q98_1,bag,Q44,lowgal,Q45,avail,lossav_1,lossav_2,lossav_3,lossav_4,lossav_5,lossav_6,lossav_7,halfway,flugain,fluloss,discmo_1,discmo_2,discmo_3,discmo_4,discmo_5,discmo_6,discmo_7,discmo_8,discmo_9,Q46_1,Q46_2,Q46_3,Q46_4,Q46_5,Q46_6,Q46_7,Q46_8,Q46_9,discyr_1,discyr_2,discyr_3,discyr_4,discyr_5,discyr_6,discyr_7,discyr_8,discyr_9,discdec_1,discdec_2,discdec_3,discdec_4,discdec_5,discdec_6,discdec_7,discdec_8,discdec_9,hidiscmo_1,hidiscmo_2,hidiscmo_3,hidiscmo_4,hidiscmo_5,hidiscmo_6,hidiscmo_7,hidiscmo_8,hidiscmo_9,hidiscyr_1,hidiscyr_2,hidiscyr_3,hidiscyr_4,hidiscyr_5,hidiscyr_6,hidiscyr_7,hidiscyr_8,hidiscyr_9,hidiscdec_1,hidiscdec_2,hidiscdec_3,hidiscdec_4,hidiscdec_5,hidiscdec_6,hidiscdec_7,hidiscdec_8,hidiscdec_9,lastpage,discbonus,discfee,pd_offer,pd_accept,ClassPerf,Q100,Q38,Q39,Q42,Q102,Q104,Q106_3,Q40,LocationLatitude,LocationLongitude,LocationAccuracy,StartDate,EndDate,IPAddress,betaunshrunken,deltaunshrunken,,beta_unskew,beta,dailyrate,annualfactor,id_prevmerge,expname.1_prevmerge,ip.1_prevmerge,boxesopened_prevmerge,numopened_prevmerge,id2_prevmerge,searchtime_prevmerge,trial_prevmerge,sqrtboxopen_prevmerge,correct_prevmerge,logsearchtime_prevmerge,sqrtsearchtime_prevmerge,searchtime_withoutliers_prevmerge,ipaddress,serial,new_beta,new_r,new_delta
R_3qrkoszSRJIdxjk,Default Response Set,Anonymous,,,24.90.141.93,0,1/28/2019 15:00,1/28/2019 15:17,1,B,1,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":1,""answer"":2,""responseTime"":18.76},{""id"":524288,""beta"":1.058589,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":8.946},{""id"":524289,""beta"":0.8798351,""discountRate"":0.002765065,""choice"":1,""answer"":2,""responseTime"":29.279},{""id"":655361,""beta"":1.42172,""discountRate"":0.008094475,""choice"":1,""answer"":2,""responseTime"":10.9},{""id"":720897,""beta"":1.054489,""discountRate"":0.0028856420000000003,""choice"":0,""answer"":1,""responseTime"":15.082},{""id"":720898,""beta"":0.9542596000000001,""discountRate"":0.0027734829999999998,""choice"":1,""answer"":2,""responseTime"":7.133},{""id"":737282,""beta"":0.9499832,""discountRate"":0.002062593,""choice"":0,""answer"":1,""responseTime"":5.517},{""id"":737283,""beta"":0.8234904,""discountRate"":0.0003973051,""choice"":1,""answer"":2,""responseTime"":21.354},{""id"":741379,""beta"":0.8369841,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":7.643},{""id"":741380,""beta"":0.8274606,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":10.552},{""id"":741381,""beta"":0.7951069000000001,""discountRate"":0,""choice"":1,""answer"":2,""responseTime"":7.678},{""id"":741893,""beta"":0.8252727000000001,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":7.324},{""id"":741894,""beta"":0.8215483,""discountRate"":0.00004945043}]",,,,,1,,0,0,19,21,47,13,8,9,,245.5,,249.5,0.9,1,1,0,0,0,0,0,1,,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,,20,500,500,4,1,660,3.5,1,1,4,6,1,40.79750061,-73.96829987,-1,"Monday, January 28, 2019","Monday, January 28, 2019",24.90.141.93,0.8215483,4.95E-05,0.114999412,0.339115632,0.885000588,0.001177347,0.716192615,2307,ChoiceCC_trial2_o4,24.90.141.93,278,278,2307,231.066,2,16.673332,1,2.363736046,15.20085524,231.066,24.90.141.93,307,0.907951034,0.001278813,0.687680091
R_2xRfxhE0WScVGVS,Default Response Set,Anonymous,,,24.97.125.118,0,1/22/2019 12:07,1/22/2019 12:22,1,A,1,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":1,""answer"":2,""responseTime"":6.568},{""id"":524288,""beta"":1.058589,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":6.939},{""id"":524289,""beta"":0.8798351,""discountRate"":0.002765065,""choice"":1,""answer"":2,""responseTime"":5.226},{""id"":655361,""beta"":1.42172,""discountRate"":0.008094475,""choice"":1,""answer"":2,""responseTime"":7.234},{""id"":720897,""beta"":1.054489,""discountRate"":0.0028856420000000003,""choice"":0,""answer"":1,""responseTime"":13.846},{""id"":720898,""beta"":0.9542596000000001,""discountRate"":0.0027734829999999998,""choice"":1,""answer"":2,""responseTime"":3.733},{""id"":737282,""beta"":0.9499832,""discountRate"":0.002062593,""choice"":1,""answer"":2,""responseTime"":3.21},{""id"":745474,""beta"":0.9890051,""discountRate"":0.002527052,""choice"":1,""answer"":2,""responseTime"":9.793},{""id"":749570,""beta"":0.9755389,""discountRate"":0.0012875640000000002,""choice"":0,""answer"":1,""responseTime"":3.9},{""id"":749571,""beta"":0.9822664,""discountRate"":0.001837015,""choice"":1,""answer"":2,""responseTime"":3.576},{""id"":750595,""beta"":1.008024,""discountRate"":0.002114382,""choice"":0,""answer"":1,""responseTime"":2.709},{""id"":750596,""beta"":1.011687,""discountRate"":0.002422285,""choice"":1,""answer"":2,""responseTime"":5.335},{""id"":750852,""beta"":1.027059,""discountRate"":0.002599575}]",,,,1,,,1,0,28,33,36,3,8,8,3500,,3250,,0.9,1,1,1,1,1,0,0,1,1,,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,100,,500,400,3,1,750,3.51,1,1,4,4,1,40.71850586,-74.00250244,-1,"Tuesday, January 22, 2019","Tuesday, January 22, 2019",24.97.125.118,1.027059,0.002599575,0.037872827,0.194609421,0.962127173,0.00102815,0.723173858,1969,ChoiceCC_trial2_o3,24.97.125.118,17,17,1969,351.903,2,4.123105626,1,2.546422969,18.7590778,351.903,24.97.125.118,308,0.960240753,0.001428815,0.606413407
R_pRVhdifyl5ROlYB,Default Response Set,Anonymous,,,50.233.202.82,0,1/24/2019 9:43,1/24/2019 10:15,1,B,1,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":1,""answer"":2,""responseTime"":4.357},{""id"":524288,""beta"":1.058589,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":8.85},{""id"":524289,""beta"":0.8798351,""discountRate"":0.002765065,""choice"":1,""answer"":2,""responseTime"":3.098},{""id"":655361,""beta"":1.42172,""discountRate"":0.008094475,""choice"":1,""answer"":2,""responseTime"":2.513},{""id"":720897,""beta"":1.054489,""discountRate"":0.0028856420000000003,""choice"":0,""answer"":1,""responseTime"":3.939},{""id"":720898,""beta"":0.9542596000000001,""discountRate"":0.0027734829999999998,""choice"":1,""answer"":2,""responseTime"":2.169},{""id"":737282,""beta"":0.9499832,""discountRate"":0.002062593,""choice"":1,""answer"":2,""responseTime"":4.202},{""id"":745474,""beta"":0.9890051,""discountRate"":0.002527052,""choice"":1,""answer"":2,""responseTime"":2.986},{""id"":749570,""beta"":0.9755389,""discountRate"":0.0012875640000000002,""choice"":0,""answer"":1,""responseTime"":3.754},{""id"":749571,""beta"":0.9822664,""discountRate"":0.001837015,""choice"":1,""answer"":2,""responseTime"":3.924},{""id"":750595,""beta"":1.008024,""discountRate"":0.002114382,""choice"":0,""answer"":1,""responseTime"":2.667},{""id"":750596,""beta"":1.011687,""discountRate"":0.002422285,""choice"":1,""answer"":2,""responseTime"":2.586},{""id"":750852,""beta"":1.027059,""discountRate"":0.002599575}]",,,,,1,,0,0,17,22,47,14,6,6,,1049.5,,3250,3,1,1,1,1,1,0,0,1,,2,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,,5,500,499,3,1,740,3.7,1,1,5,8,1,40.62260437,-111.7777023,-1,"Thursday, January 24, 2019","Thursday, January 24, 2019",50.233.202.82,1.027059,0.002599575,0.04017757,0.200443432,0.95982243,0.000976851,0.731509849,2008,ChoiceCC_trial2_o3,50.233.202.82,100,100,2008,78.459,2,10,1,1.894642769,8.857708507,78.459,50.233.202.82,309,0.979482388,0.001812573,0.550432799
R_PA0DrXm8atUvNpD,Default Response Set,Anonymous,,,64.111.70.9,0,1/29/2019 8:40,1/29/2019 9:01,1,B,1,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":1,""answer"":2,""responseTime"":20.261},{""id"":524288,""beta"":1.058589,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":7.656},{""id"":524289,""beta"":0.8798351,""discountRate"":0.002765065,""choice"":1,""answer"":2,""responseTime"":9.57},{""id"":655361,""beta"":1.42172,""discountRate"":0.008094475,""choice"":1,""answer"":2,""responseTime"":29.006},{""id"":720897,""beta"":1.054489,""discountRate"":0.0028856420000000003,""choice"":0,""answer"":1,""responseTime"":13.12},{""id"":720898,""beta"":0.9542596000000001,""discountRate"":0.0027734829999999998,""choice"":1,""answer"":2,""responseTime"":10.368},{""id"":737282,""beta"":0.9499832,""discountRate"":0.002062593,""choice"":1,""answer"":2,""responseTime"":13.184},{""id"":745474,""beta"":0.9890051,""discountRate"":0.002527052,""choice"":0,""answer"":1,""responseTime"":40.114},{""id"":745475,""beta"":0.9934161,""discountRate"":0.003473677,""choice"":1,""answer"":2,""responseTime"":10.63},{""id"":747523,""beta"":1.02146,""discountRate"":0.0037045990000000003,""choice"":1,""answer"":2,""responseTime"":6.549},{""id"":748547,""beta"":1.04018,""discountRate"":0.0038568689999999997,""choice"":1,""answer"":2,""responseTime"":3.06},{""id"":749059,""beta"":1.054044,""discountRate"":0.003968287,""choice"":1,""answer"":2,""responseTime"":11.476},{""id"":749315,""beta"":1.050115,""discountRate"":0.003411734}]",,,,,1,,0,1,29,27,30,13,8,8,,599.5,,3250,1.5,1,1,1,0,0,0,0,1,,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,,50,500,50,3,1,750,3.27,1,1,4,7,1,40.78199768,-73.99530029,-1,"Tuesday, January 29, 2019","Tuesday, January 29, 2019",64.111.70.9,1.050115,0.003411734,0.033769741,0.18376545,0.966230259,0.002700887,0.403780672,2419,ChoiceCC_trial2,64.111.70.9,131,131,2419,175.249,2,11.44552314,1,2.243655548,13.23816453,175.249,64.111.70.9,310,0.970729931,0.003075293,0.345422833
R_9mqlTDwTs7wnc5j,Default Response Set,Anonymous,,,65.124.167.60,0,1/25/2019 11:30,1/25/2019 11:46,1,B,1,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":1,""answer"":2,""responseTime"":15.121},{""id"":524288,""beta"":1.058589,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":10.226},{""id"":524289,""beta"":0.8798351,""discountRate"":0.002765065,""choice"":1,""answer"":2,""responseTime"":7.76},{""id"":655361,""beta"":1.42172,""discountRate"":0.008094475,""choice"":1,""answer"":2,""responseTime"":16.015},{""id"":720897,""beta"":1.054489,""discountRate"":0.0028856420000000003,""choice"":1,""answer"":2,""responseTime"":8.434},{""id"":753665,""beta"":1.263781,""discountRate"":0.0039397899999999994,""choice"":0,""answer"":1,""responseTime"":8.526},{""id"":753666,""beta"":1.069805,""discountRate"":0.0029520650000000002,""choice"":0,""answer"":1,""responseTime"":5.295},{""id"":753667,""beta"":1.077703,""discountRate"":0.003428458,""choice"":0,""answer"":1,""responseTime"":3.876},{""id"":753668,""beta"":1.081301,""discountRate"":0.0036978339999999997,""choice"":0,""answer"":1,""responseTime"":12.492},{""id"":753669,""beta"":1.02854,""discountRate"":0.003440406,""choice"":0,""answer"":1,""responseTime"":7.428},{""id"":753670,""beta"":0.9990377,""discountRate"":0.0033294180000000002,""choice"":1,""answer"":2,""responseTime"":12.728},{""id"":754182,""beta"":0.9900500999999999,""discountRate"":0.0028377589999999996,""choice"":0,""answer"":1,""responseTime"":12.532},{""id"":754183,""beta"":0.8696261999999999,""discountRate"":0.0010334180000000001}]",,,,1,1,,1,2,18,26,46,8,8,8,,1399.5,,2749.5,2,1,1,1,0,0,0,0,1,,2,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,,100,400,400,4,1,720,3.6,2,1,5,8,1,40.71110535,-73.94689941,-1,"Friday, January 25, 2019","Friday, January 25, 2019",65.124.167.60,0.8696262,0.001033418,0.066767453,0.258393987,0.933232547,0.00197993,0.580687197,2056,ChoiceCC_trial2_o2,65.124.167.60,55,55,2056,240.915,2,7.416198487,1,2.381863841,15.52143679,240.915,65.124.167.60,311,0.901820845,0.001988178,0.529159451
R_30dxKcKRXIJAQoX,Default Response Set,Anonymous,,,65.78.10.37,0,1/22/2019 15:14,1/22/2019 15:32,1,B,1,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":1,""answer"":2,""responseTime"":5.336},{""id"":524288,""beta"":1.058589,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":4.144},{""id"":524289,""beta"":0.8798351,""discountRate"":0.002765065,""choice"":1,""answer"":2,""responseTime"":4.449},{""id"":655361,""beta"":1.42172,""discountRate"":0.008094475,""choice"":1,""answer"":2,""responseTime"":9.718},{""id"":720897,""beta"":1.054489,""discountRate"":0.0028856420000000003,""choice"":0,""answer"":1,""responseTime"":15.421},{""id"":720898,""beta"":0.9542596000000001,""discountRate"":0.0027734829999999998,""choice"":1,""answer"":2,""responseTime"":5.428},{""id"":737282,""beta"":0.9499832,""discountRate"":0.002062593,""choice"":1,""answer"":2,""responseTime"":3.974},{""id"":745474,""beta"":0.9890051,""discountRate"":0.002527052,""choice"":1,""answer"":2,""responseTime"":4.246},{""id"":749570,""beta"":0.9755389,""discountRate"":0.0012875640000000002,""choice"":0,""answer"":1,""responseTime"":4.847},{""id"":749571,""beta"":0.9822664,""discountRate"":0.001837015,""choice"":1,""answer"":2,""responseTime"":5.719},{""id"":750595,""beta"":1.008024,""discountRate"":0.002114382,""choice"":0,""answer"":1,""responseTime"":5.003},{""id"":750596,""beta"":1.011687,""discountRate"":0.002422285,""choice"":1,""answer"":2,""responseTime"":4.633},{""id"":750852,""beta"":1.027059,""discountRate"":0.002599575}]",,,,,1,,0,0,20,33,47,0,7,5,,599.5,,3250,0.6,1,1,0,0,0,0,0,1,,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,,45,500,450,6,1,760,3.8,1,1,5,8,1,40.77639771,-73.98269653,-1,"Tuesday, January 22, 2019","Tuesday, January 22, 2019",65.78.10.37,1.027059,0.002599575,0.038861222,0.197132499,0.961138778,0.000983409,0.727386394,1978,ChoiceCC_trial2_o2,65.78.10.37,58,58,1978,48.738,2,7.615773106,1,1.687867704,6.981260631,48.738,65.78.10.37,312,0.93740572,0.000948635,0.731925033
R_2YzU5w6YWeIFouJ,Default Response Set,Anonymous,,,65.78.16.119,0,1/24/2019 20:38,1/24/2019 21:25,1,A,1,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":0,""answer"":1,""responseTime"":31.45},{""id"":1,""beta"":0.6703449,""discountRate"":0.05,""choice"":0,""answer"":1,""responseTime"":126.149},{""id"":2,""beta"":0,""discountRate"":0.009391811,""choice"":0,""answer"":1,""responseTime"":147.345},{""id"":3,""beta"":0,""discountRate"":0.009377893,""choice"":1,""answer"":2,""responseTime"":35.091},{""id"":65539,""beta"":0.3169973,""discountRate"":0.05,""choice"":0,""answer"":1,""responseTime"":97.094},{""id"":65540,""beta"":0.129854,""discountRate"":0.05,""choice"":0,""answer"":1,""responseTime"":42.658},{""id"":65541,""beta"":0.1673471,""discountRate"":0.05,""choice"":1,""answer"":2,""responseTime"":9.488},{""id"":73733,""beta"":0.2297913,""discountRate"":0.05,""choice"":0,""answer"":1,""responseTime"":14.405},{""id"":73734,""beta"":0.2455475,""discountRate"":0.05,""choice"":0,""answer"":1,""responseTime"":6.415},{""id"":73735,""beta"":0.2216509,""discountRate"":0.05,""choice"":1,""answer"":2,""responseTime"":7.815},{""id"":74759,""beta"":0.2426006,""discountRate"":0.05,""choice"":0,""answer"":1,""responseTime"":20.222},{""id"":74760,""beta"":0.2372214,""discountRate"":0.05,""choice"":1,""answer"":2,""responseTime"":7.537},{""id"":75016,""beta"":0.2658143,""discountRate"":0.05}]",,,1,1,1,,1,0,30,20,30,20,7,7,599.5,,2249.5,,0.75,1,1,1,1,1,0,0,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,,800,400,2,1,N/A,3.63,1,1,5,8,1,40.77639771,-73.98269653,-1,"Thursday, January 24, 2019","Thursday, January 24, 2019",65.78.16.119,0.2658143,0.05,0.129428633,0.359761911,0.870571367,0.007779106,0.355204755,2029,ChoiceCC_trial2,65.78.16.119,40,40,2029,363.248,2,6.32455532,1,2.560203232,19.05906608,363.248,65.78.16.119,313,0.904203895,0.002528775,0.511087645
R_3oyxVsL9RVaxceJ,Default Response Set,Anonymous,,,65.78.17.153,0,1/28/2019 8:38,1/28/2019 8:48,1,A,1,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":1,""answer"":2,""responseTime"":5.541},{""id"":524288,""beta"":1.058589,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":3.666},{""id"":524289,""beta"":0.8798351,""discountRate"":0.002765065,""choice"":1,""answer"":2,""responseTime"":6.439},{""id"":655361,""beta"":1.42172,""discountRate"":0.008094475,""choice"":1,""answer"":2,""responseTime"":5.892},{""id"":720897,""beta"":1.054489,""discountRate"":0.0028856420000000003,""choice"":0,""answer"":1,""responseTime"":4.971},{""id"":720898,""beta"":0.9542596000000001,""discountRate"":0.0027734829999999998,""choice"":1,""answer"":2,""responseTime"":2.508},{""id"":737282,""beta"":0.9499832,""discountRate"":0.002062593,""choice"":1,""answer"":2,""responseTime"":3.257},{""id"":745474,""beta"":0.9890051,""discountRate"":0.002527052,""choice"":1,""answer"":2,""responseTime"":10.146},{""id"":749570,""beta"":0.9755389,""discountRate"":0.0012875640000000002,""choice"":0,""answer"":1,""responseTime"":3.453},{""id"":749571,""beta"":0.9822664,""discountRate"":0.001837015,""choice"":1,""answer"":2,""responseTime"":3.605},{""id"":750595,""beta"":1.008024,""discountRate"":0.002114382,""choice"":0,""answer"":1,""responseTime"":2.645},{""id"":750596,""beta"":1.011687,""discountRate"":0.002422285,""choice"":1,""answer"":2,""responseTime"":3.878},{""id"":750852,""beta"":1.027059,""discountRate"":0.002599575}]",,,,1,,,1,0,25,25,40,10,10,10,3500,,249.5,,5,1,1,1,1,1,0,0,1,1,,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,100,,900,50,2,1,740,3.8,1,1,5,8,1,40.78199768,-73.99530029,-1,"Monday, January 28, 2019","Monday, January 28, 2019",65.78.17.153,1.027059,0.002599575,0.0423772,0.205857233,0.9576228,0.000993337,0.726941998,2204,ChoiceCC_trial2_o4,65.78.17.153,24,24,2204,63.574,2,4.898979486,1,1.803279538,7.973330546,63.574,65.78.17.153,314,0.974022295,0.001399373,0.617273064
R_29ty7f26ebn3coC,Default Response Set,Anonymous,,,65.78.24.124,0,1/27/2019 14:30,1/27/2019 14:41,1,B,1,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":1,""answer"":2,""responseTime"":8.038},{""id"":524288,""beta"":1.058589,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":3.935},{""id"":524289,""beta"":0.8798351,""discountRate"":0.002765065,""choice"":1,""answer"":2,""responseTime"":4.389},{""id"":655361,""beta"":1.42172,""discountRate"":0.008094475,""choice"":1,""answer"":2,""responseTime"":6.909},{""id"":720897,""beta"":1.054489,""discountRate"":0.0028856420000000003,""choice"":0,""answer"":1,""responseTime"":3.338},{""id"":720898,""beta"":0.9542596000000001,""discountRate"":0.0027734829999999998,""choice"":1,""answer"":2,""responseTime"":3.998},{""id"":737282,""beta"":0.9499832,""discountRate"":0.002062593,""choice"":1,""answer"":2,""responseTime"":4.866},{""id"":745474,""beta"":0.9890051,""discountRate"":0.002527052,""choice"":0,""answer"":1,""responseTime"":4.498},{""id"":745475,""beta"":0.9934161,""discountRate"":0.003473677,""choice"":1,""answer"":2,""responseTime"":5.06},{""id"":747523,""beta"":1.02146,""discountRate"":0.0037045990000000003,""choice"":1,""answer"":2,""responseTime"":2.914},{""id"":748547,""beta"":1.04018,""discountRate"":0.0038568689999999997,""choice"":1,""answer"":2,""responseTime"":3.592},{""id"":749059,""beta"":1.054044,""discountRate"":0.003968287,""choice"":1,""answer"":2,""responseTime"":3.708},{""id"":749315,""beta"":1.050115,""discountRate"":0.003411734}]",,,,1,,,1,0,25,45,20,10,8,8,,399.5,,2249.5,5,1,1,1,0,0,0,0,1,,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,,50,500,300,4,1,760,3.5,1,1,5,8,1,40.80000305,-73.9763031,-1,"Sunday, January 27, 2019","Sunday, January 27, 2019",65.78.24.124,1.050115,0.003411734,0.038221775,0.1955039,0.961778225,0.002658154,0.412322573,2146,ChoiceCC_trial2_o4,65.78.24.124,20,20,2146,321.771,2,4.472135955,1,2.5075469,17.93797647,321.771,65.78.24.124,315,0.932805453,0.002138611,0.495386326
R_1E5PN47Q8ON1KUH,Default Response Set,Anonymous,,,65.78.27.123,0,1/26/2019 14:58,1/26/2019 15:21,1,B,1,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":1,""answer"":2,""responseTime"":14.137},{""id"":524288,""beta"":1.058589,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":8.709},{""id"":524289,""beta"":0.8798351,""discountRate"":0.002765065,""choice"":1,""answer"":2,""responseTime"":6.8},{""id"":655361,""beta"":1.42172,""discountRate"":0.008094475,""choice"":1,""answer"":2,""responseTime"":8.537},{""id"":720897,""beta"":1.054489,""discountRate"":0.0028856420000000003,""choice"":0,""answer"":1,""responseTime"":7},{""id"":720898,""beta"":0.9542596000000001,""discountRate"":0.0027734829999999998,""choice"":1,""answer"":2,""responseTime"":7.717},{""id"":737282,""beta"":0.9499832,""discountRate"":0.002062593,""choice"":1,""answer"":2,""responseTime"":10.76},{""id"":745474,""beta"":0.9890051,""discountRate"":0.002527052,""choice"":1,""answer"":2,""responseTime"":30.331},{""id"":749570,""beta"":0.9755389,""discountRate"":0.0012875640000000002,""choice"":0,""answer"":1,""responseTime"":14.267},{""id"":749571,""beta"":0.9822664,""discountRate"":0.001837015,""choice"":1,""answer"":2,""responseTime"":7.944},{""id"":750595,""beta"":1.008024,""discountRate"":0.002114382,""choice"":0,""answer"":1,""responseTime"":6.983},{""id"":750596,""beta"":1.011687,""discountRate"":0.002422285,""choice"":1,""answer"":2,""responseTime"":12.927},{""id"":750852,""beta"":1.027059,""discountRate"":0.002599575}]",,,,1,1,,1,0,25,28,36,11,6,4,,3500,,2749.5,3,1,1,1,0,0,0,0,1,,2,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,,100,500,400,6,1,,3.8,2,1,5,8,1,40.77639771,-73.98269653,-1,"Saturday, January 26, 2019","Saturday, January 26, 2019",65.78.27.123,1.027059,0.002599575,0.043025715,0.207426408,0.956974285,0.000996125,0.733954433,2102,ChoiceCC_trial2_o2,65.78.27.123,60,60,2102,91.891,2,7.745966692,1,1.963272978,9.585979345,91.891,65.78.27.123,316,0.95177375,0.000973226,0.753704666
